timestamp,zone,type,temp_mC,critical_mC
2026-08-28T21:54:39+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:54:39+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:39+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:39+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:39+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:39+05:30,thermal_zone6,iwlwifi_1,57000,0
2026-08-28T21:54:39+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:41+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:41+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:41+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:41+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:41+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:41+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:41+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:54:41+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:42+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:42+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:42+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:42+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:42+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:42+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:42+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:54:42+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:43+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:43+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:43+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:43+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:43+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:43+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:43+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:54:43+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:45+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:45+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:54:45+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:45+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:45+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:45+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:45+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:45+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:46+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:46+05:30,thermal_zone1,pch_cannonlake,53000,120000
2026-08-28T21:54:46+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:46+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:46+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:46+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:46+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:46+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:47+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:47+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:47+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:47+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:47+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:47+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:47+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:47+05:30,thermal_zone7,x86_pkg_temp,64000,0
2026-08-28T21:54:48+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:48+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:48+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:48+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:48+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:48+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:48+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:48+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:49+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:49+05:30,thermal_zone1,pch_cannonlake,53000,120000
2026-08-28T21:54:49+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:49+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:49+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:54:49+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:49+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:49+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:51+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:51+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:54:51+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:51+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:51+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:51+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:51+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:51+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:52+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:52+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:52+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:52+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:52+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:52+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:52+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:52+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:53+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:53+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:54:53+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:53+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:53+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:53+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:53+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:53+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:54+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:54+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:54+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:54+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:54+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:54+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:54+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:54+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:56+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:56+05:30,thermal_zone1,pch_cannonlake,53000,120000
2026-08-28T21:54:56+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:56+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:56+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:56+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:56+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:56+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:57+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:57+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:57+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:57+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:57+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:57+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:57+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:54:57+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:58+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:58+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:58+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:58+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:58+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:58+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:58+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:58+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:54:59+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:54:59+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:54:59+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:54:59+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:54:59+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:54:59+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:54:59+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:54:59+05:30,thermal_zone7,x86_pkg_temp,64000,0
2026-08-28T21:55:01+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:01+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:01+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:01+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:01+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:01+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:01+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:01+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:55:02+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:02+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:02+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:02+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:02+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:02+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:02+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:55:02+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:55:03+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:03+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:03+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:03+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:03+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:03+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:03+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:03+05:30,thermal_zone7,x86_pkg_temp,67000,0
2026-08-28T21:55:04+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:04+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:04+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:04+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:04+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:04+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:04+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:04+05:30,thermal_zone7,x86_pkg_temp,67000,0
2026-08-28T21:55:05+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:05+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:05+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:05+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:05+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:05+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:05+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:05+05:30,thermal_zone7,x86_pkg_temp,67000,0
2026-08-28T21:55:06+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:06+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:06+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:06+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:06+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:06+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:06+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:06+05:30,thermal_zone7,x86_pkg_temp,68000,0
2026-08-28T21:55:08+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:08+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:08+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:08+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:08+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:08+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:08+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:08+05:30,thermal_zone7,x86_pkg_temp,66000,0
2026-08-28T21:55:09+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:09+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:09+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:09+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:09+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:09+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:09+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:09+05:30,thermal_zone7,x86_pkg_temp,67000,0
2026-08-28T21:55:10+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:10+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:10+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:10+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:10+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:10+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:10+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:55:10+05:30,thermal_zone7,x86_pkg_temp,66000,0
2026-08-28T21:55:11+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:11+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:11+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:11+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:11+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:11+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:11+05:30,thermal_zone6,iwlwifi_1,57000,0
2026-08-28T21:55:11+05:30,thermal_zone7,x86_pkg_temp,66000,0
2026-08-28T21:55:12+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:12+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:12+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:12+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:12+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:12+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:12+05:30,thermal_zone6,iwlwifi_1,58000,0
2026-08-28T21:55:12+05:30,thermal_zone7,x86_pkg_temp,68000,0
2026-08-28T21:55:13+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:13+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:13+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:13+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:13+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:13+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:13+05:30,thermal_zone6,iwlwifi_1,58000,0
2026-08-28T21:55:13+05:30,thermal_zone7,x86_pkg_temp,67000,0
2026-08-28T21:55:14+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:14+05:30,thermal_zone1,pch_cannonlake,53000,120000
2026-08-28T21:55:14+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:14+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:14+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:14+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:14+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:55:14+05:30,thermal_zone7,x86_pkg_temp,67000,0
2026-08-28T21:55:15+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:15+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:15+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:15+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:15+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:15+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:15+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:55:15+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:55:16+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:16+05:30,thermal_zone1,pch_cannonlake,53000,120000
2026-08-28T21:55:16+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:16+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:16+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:16+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:16+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:16+05:30,thermal_zone7,x86_pkg_temp,67000,0
2026-08-28T21:55:18+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:18+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:18+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:18+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:18+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:18+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:18+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:18+05:30,thermal_zone7,x86_pkg_temp,68000,0
2026-08-28T21:55:19+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:19+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:19+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:19+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:19+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:19+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:19+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:55:19+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:55:20+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:20+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:20+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:20+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:20+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:20+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:20+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:55:20+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:55:21+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:21+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:21+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:21+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:21+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:21+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:21+05:30,thermal_zone6,iwlwifi_1,56000,0
2026-08-28T21:55:21+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:55:23+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:23+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:23+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:23+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:23+05:30,thermal_zone4,SEN2,41050,80050
2026-08-28T21:55:23+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:23+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:23+05:30,thermal_zone7,x86_pkg_temp,65000,0
2026-08-28T21:55:24+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:24+05:30,thermal_zone1,pch_cannonlake,55000,120000
2026-08-28T21:55:24+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:24+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:24+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:55:24+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:24+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:24+05:30,thermal_zone7,x86_pkg_temp,66000,0
2026-08-28T21:55:25+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:25+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:25+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:25+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:25+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:55:25+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:25+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:25+05:30,thermal_zone7,x86_pkg_temp,64000,0
2026-08-28T21:55:27+05:30,thermal_zone0,acpitz,48000,128000
2026-08-28T21:55:27+05:30,thermal_zone1,pch_cannonlake,54000,120000
2026-08-28T21:55:27+05:30,thermal_zone2,INT3400 Thermal,20000,0
2026-08-28T21:55:27+05:30,thermal_zone3,SEN1,1050,103050
2026-08-28T21:55:27+05:30,thermal_zone4,SEN2,42050,80050
2026-08-28T21:55:27+05:30,thermal_zone5,B0D4,48050,110050
2026-08-28T21:55:27+05:30,thermal_zone6,iwlwifi_1,55000,0
2026-08-28T21:55:27+05:30,thermal_zone7,x86_pkg_temp,65000,0
