tick,mode,cpu_now,cpu_pred,decision_cpu,prediction_used,confidence,forecast_error,frame_age_ms,mem,thermal,directive,run,sleep,migrate,throttle,yield,eligible_workers,fallback_workers,S1,S2,S3,S4,Q,jitter_sigma,switch_penalty,consensus_blend,next_jitter_sigma,next_switch_penalty,next_consensus_blend,controller_updated,controller_step,controller_reason,controller_beta,jitter_saturated,switch_saturated,consensus_saturated,consensus_applied,rejected_frames,missed_deadlines,metrics_schema,S3_global,S3_conditioned,S2_selected,S2_effective,action_attempt_count,effective_action_success_count,action_error_count,migration_attempt_count,migration_valid_requested_cpu_count,migration_affinity_success_count,migration_observed_success_count,migration_observed_success_fraction,sleep_attempt_count,sleep_effective_success_count,sleep_effectiveness_fraction,requested_sleep_ns_total,observed_sleep_ns_total,yield_attempt_count,yield_call_success_count,yield_call_success_fraction,throttle_attempt_count,throttle_operation_success_count,throttle_operation_success_fraction,fallback_fraction,fallback_reason,S4_burst,change_fraction,dominant_transition_fraction,justified_change_fraction,oscillation_penalty,dominant_old_action,dominant_new_action,changed_eligible_workers,justified_changed_workers,dominant_transition_count,rolling_window_burst_count,rolling_window_oscillation_count,current_directive_valid,previous_directive_valid,directive_transition_valid,large_burst_event,repeated_oscillation_event,controller_state,previous_state,transition_reason,state_residence_time,valid_control_history_count,invalid_frame_fault_count,saturation_bitmask,saturation_direction,saturation_persistence,oscillation_score,oscillation_event,rollback_event,rollback_reason,recovery_progress,last_known_good_available,requested_jitter,applied_jitter,requested_switch,applied_switch,requested_consensus,applied_consensus,update_accepted,update_suppressed,suppression_reason,policy_mode,policy_schema_version,policy_generation,policy_update_allowed,policy_update_applied,policy_update_suppression_reason,policy_exploration_enabled,policy_train_update_count,policy_adapt_update_count,policy_load_status,policy_save_status,policy_digest_prefix,policy_format_version,coordination_semantics_version
11,orchestra,0.63414634,0.54664629,0.63414634,0,0.25349361,0.16203714,49.89581300,0.49423992,0.28709486,RUN,3,1,0,0,0,4,0,0.13258051,0.75000000,0.65060153,0.75000000,0.46933109,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,0,0,0,0,1.00000000,1,1,1.00000000,35000000,35082024,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,0,1,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
12,orchestra,0.37662338,0.46843575,0.37662338,0,0.22068360,0.17002291,49.90183100,0.49424731,0.29157129,RUN,4,0,0,0,0,4,0,0.11179182,1.00000000,1.00000000,0.75000000,0.53810599,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,1.00000000,1.00000000,1.00000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,1,0,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
13,orchestra,0.48717949,0.47705787,0.47705787,1,0.98180351,0.01874374,49.88728400,0.49424731,0.30135170,RUN,4,0,0,0,0,4,0,0.91088462,1.00000000,1.00000000,1.00000000,0.97693539,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,1.00000000,1.00000000,1.00000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1,-1,0,0,0,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
14,orchestra,0.49382716,0.48477174,0.48477174,1,0.98540855,0.01676929,49.85042400,0.49416642,0.31097547,RUN,2,0,0,0,2,4,0,0.92147824,0.50000000,0.56932344,0.50000000,0.60179149,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,0.56932344,0.56932344,0.50000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,2,2,1.00000000,0,0,1.00000000,0.00000000,NONE,0.86666667,0.50000000,1.00000000,0.00000000,0.00000000,0,4,2,0,2,1,0,1,1,0,1,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
15,orchestra,0.39506173,0.44350514,0.44350514,1,0.65660856,0.08971001,49.83780900,0.49416642,0.31517978,RUN,3,0,1,0,0,4,0,0.45863193,0.75000000,0.65060153,0.50000000,0.57836587,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,1,1,1,1,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,0.93333333,0.50000000,0.50000000,0.00000000,0.00000000,4,0,2,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
16,orchestra,0.51898734,0.47822695,0.47822695,1,0.74243896,0.07548221,49.87567400,0.49416642,0.32537016,RUN,4,0,0,0,0,4,0,0.54895246,1.00000000,1.00000000,0.75000000,0.80103040,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,1.00000000,1.00000000,1.00000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,2,0,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
17,orchestra,0.46666667,0.47290922,0.47290922,1,0.99303890,0.01156028,49.87637900,0.49416642,0.33243499,RUN,3,0,0,1,0,4,0,0.94816516,0.75000000,0.65060153,0.75000000,0.76750356,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,1,1,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,0,3,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
18,orchestra,0.43037975,0.45334566,0.45334566,1,0.90978713,0.04252947,49.87729500,0.49416642,0.33733222,RUN,2,0,1,0,1,4,0,0.76746491,0.50000000,0.48804535,0.50000000,0.55317772,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,0.35398516,0.48804535,0.50000000,1.00000000,4,4,0,1,1,1,1,1.00000000,0,0,1.00000000,0,0,1,1,1.00000000,0,0,1.00000000,0.00000000,NONE,0.93333333,0.50000000,0.50000000,0.00000000,0.00000000,0,4,2,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
19,orchestra,0.43902439,0.44675788,0.44675788,1,0.98933664,0.01432127,49.90060100,0.49416642,0.34241683,RUN,3,1,0,0,0,4,0,0.93425514,0.75000000,0.65060153,0.25000000,0.58102586,0.14670599,0.00000000,0.00000000,0.14670599,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,0,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,0,0,0,0,1.00000000,1,1,1.00000000,35000000,35100045,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,0.86666667,0.75000000,0.33333333,0.00000000,0.00000000,0,1,3,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,0,0,0,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.14670599,0.14670599,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,TRAIN,1,0,1,0,NONE,1,0,0,SKIP,OK,0000000000000000,1,7
20,orchestra,0.41250000,0.43099925,0.43099925,1,0.94049890,0.03425788,49.85251400,0.49416642,0.34592099,RUN,2,1,1,0,0,4,0,0.82006120,0.50000000,0.70338363,0.25000000,0.51818774,0.14670599,0.00000000,0.00000000,0.14670599,0.00212132,0.00141421,1,1,S3+S4,0.01414214,1,0,0,1,0,0,orchestra.paper_cpu.metrics/v7,0.35398516,0.70338363,0.50000000,1.00000000,4,4,0,1,1,1,1,1.00000000,1,1,1.00000000,35000000,35066364,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,0.86666667,0.75000000,0.33333333,0.00000000,0.00000000,0,1,3,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,1,0,1,-1,1,0.00000000,0,0,NONE,0.00000000,0,0.14599888,0.14670599,0.00212132,0.00212132,0.00141421,0.00141421,1,0,0,TRAIN,1,1,1,1,NONE,1,1,0,SKIP,OK,0000000000000000,1,7
