tick,mode,cpu_now,cpu_pred,decision_cpu,prediction_used,confidence,forecast_error,frame_age_ms,mem,thermal,directive,run,sleep,migrate,throttle,yield,eligible_workers,fallback_workers,S1,S2,S3,S4,Q,jitter_sigma,switch_penalty,consensus_blend,next_jitter_sigma,next_switch_penalty,next_consensus_blend,controller_updated,controller_step,controller_reason,controller_beta,jitter_saturated,switch_saturated,consensus_saturated,consensus_applied,rejected_frames,missed_deadlines,metrics_schema,S3_global,S3_conditioned,S2_selected,S2_effective,action_attempt_count,effective_action_success_count,action_error_count,migration_attempt_count,migration_valid_requested_cpu_count,migration_affinity_success_count,migration_observed_success_count,migration_observed_success_fraction,sleep_attempt_count,sleep_effective_success_count,sleep_effectiveness_fraction,requested_sleep_ns_total,observed_sleep_ns_total,yield_attempt_count,yield_call_success_count,yield_call_success_fraction,throttle_attempt_count,throttle_operation_success_count,throttle_operation_success_fraction,fallback_fraction,fallback_reason,S4_burst,change_fraction,dominant_transition_fraction,justified_change_fraction,oscillation_penalty,dominant_old_action,dominant_new_action,changed_eligible_workers,justified_changed_workers,dominant_transition_count,rolling_window_burst_count,rolling_window_oscillation_count,current_directive_valid,previous_directive_valid,directive_transition_valid,large_burst_event,repeated_oscillation_event,controller_state,previous_state,transition_reason,state_residence_time,valid_control_history_count,invalid_frame_fault_count,saturation_bitmask,saturation_direction,saturation_persistence,oscillation_score,oscillation_event,rollback_event,rollback_reason,recovery_progress,last_known_good_available,requested_jitter,applied_jitter,requested_switch,applied_switch,requested_consensus,applied_consensus,update_accepted,update_suppressed,suppression_reason,policy_mode,policy_schema_version,policy_generation,policy_update_allowed,policy_update_applied,policy_update_suppression_reason,policy_exploration_enabled,policy_train_update_count,policy_adapt_update_count,policy_load_status,policy_save_status,policy_digest_prefix,policy_format_version,coordination_semantics_version
21,orchestra,0.46753247,0.46695938,0.46695938,1,0.99946942,0.00477575,49.82262900,0.49441551,0.36369628,RUN,3,0,0,1,0,4,0,0.98055776,0.75000000,0.65060153,0.50000000,0.69936659,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,1,1,1.00000000,0.00000000,NONE,0.93333333,0.50000000,0.50000000,0.00000000,0.00000000,0,3,2,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
22,orchestra,0.46341463,0.46384000,0.46384000,1,0.99970766,0.00354474,49.83139300,0.49441501,0.36868220,RUN,4,0,0,0,0,4,0,0.98563285,1.00000000,1.00000000,0.75000000,0.92724416,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,1.00000000,1.00000000,1.00000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,3,0,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
23,orchestra,0.59259259,0.57714228,0.57714228,1,0.67994878,0.12875259,49.77951800,0.49441501,0.37987772,RUN,3,0,0,1,0,4,0,0.40626559,0.75000000,0.65060153,0.75000000,0.62095755,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,1,1,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,0,3,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
24,orchestra,0.45121951,0.46633024,0.46633024,1,0.69144748,0.12592277,49.83685400,0.49441501,0.38344481,RUN,4,0,0,0,0,4,0,0.41783897,1.00000000,1.00000000,0.75000000,0.74819974,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,1.00000000,1.00000000,1.00000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,3,0,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
25,orchestra,0.57894737,0.56543331,0.56543331,1,0.74444706,0.11261712,49.77566300,0.49441501,0.39321993,RUN,2,1,0,0,1,4,0,0.47445807,0.50000000,0.35398516,0.50000000,0.45266897,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,0.35398516,0.35398516,0.50000000,1.00000000,4,4,0,0,0,0,0,1.00000000,1,1,1.00000000,35000000,35071927,1,1,1.00000000,0,0,1.00000000,0.00000000,NONE,0.93333333,0.50000000,0.50000000,0.00000000,0.00000000,0,1,2,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
26,orchestra,0.38271605,0.40464212,0.38271605,0,0.45985041,0.18271726,49.80015300,0.49441501,0.39269474,RUN,4,0,0,0,0,4,0,0.22141354,1.00000000,1.00000000,0.50000000,0.57682430,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,1.00000000,1.00000000,1.00000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,0.93333333,0.50000000,0.50000000,0.00000000,0.00000000,1,0,2,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
27,orchestra,0.60000000,0.57655705,0.60000000,0,0.41145335,0.19535788,49.72655000,0.49427637,0.40306000,RUN,4,0,0,0,0,4,0,0.18834288,1.00000000,1.00000000,1.00000000,0.65877529,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,1.00000000,1.00000000,1.00000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1,-1,0,0,0,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
28,orchestra,0.59493671,0.59273115,0.59273115,1,0.99217023,0.01837965,49.78555100,0.49421961,0.41265384,RUN,2,0,0,1,1,4,0,0.92184406,0.50000000,0.35398516,0.50000000,0.53443591,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,0.35398516,0.35398516,0.50000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,1,1,1.00000000,1,1,1.00000000,0.00000000,NONE,0.93333333,0.50000000,0.50000000,0.00000000,0.00000000,0,3,2,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
29,orchestra,0.48750000,0.50012774,0.50012774,1,0.77284792,0.10523115,49.79464400,0.49422700,0.41639615,RUN,3,0,0,1,0,4,0,0.50732797,0.75000000,0.65060153,0.75000000,0.65641970,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,0,0,0,0,1.00000000,0,0,1.00000000,0,0,0,0,1.00000000,1,1,1.00000000,0.00000000,NONE,1.00000000,0.25000000,1.00000000,0.00000000,0.00000000,4,0,1,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
30,orchestra,0.48148148,0.48371903,0.48371903,1,0.99194236,0.01864626,49.81341300,0.49422700,0.41965041,RUN,3,1,0,0,0,4,0,0.92065003,0.75000000,0.65060153,0.50000000,0.68843070,0.07594000,0.00000000,0.00000000,0.07594000,0.00000000,0.00000000,0,0,NONE,0.00000000,0,0,0,0,4,0,orchestra.paper_cpu.metrics/v7,0.65060153,0.65060153,0.75000000,1.00000000,4,4,0,0,0,0,0,1.00000000,1,1,1.00000000,35000000,35081515,0,0,1.00000000,0,0,1.00000000,0.00000000,NONE,0.93333333,0.50000000,0.50000000,0.00000000,0.00000000,0,1,2,0,1,0,0,1,1,0,0,0,NORMAL,NORMAL,NONE,1,0,1,0,0,0,0.00000000,0,0,NONE,0.00000000,0,0.07594000,0.07594000,0.00000000,0.00000000,0.00000000,0.00000000,0,1,1,TRAIN,1,0,0,0,FRAME_INVALID,1,0,0,SKIP,OK,0000000000000000,1,7
